Title,More Info,Price,Serviced,Newly Built,Furnished,Bedrooms,Bathrooms,Toilets,City,Neighborhood
Mini Flat,1 BEDROOM FLAT / APARTMENT FOR RENT,"850,000",0,0,0,1 beds,2 baths,2 Toilets,Ikeja,Opebi
Executive 3 Bedroom Flat,3 BEDROOM HOUSE FOR RENT,"1,500,000/year",0,0,1,3 beds,4 baths,4 Toilets,Ikeja,Other Ikeja
Executive 3 Bedroom Flat,3 BEDROOM HOUSE FOR RENT,"2,000,000/year",0,0,1,3 beds,4 baths,4 Toilets,Ikeja,Other Ikeja
Executive Brand New 3 Bedroom Flat,3 BEDROOM HOUSE FOR RENT,"1,300,000/year",0,1,1,3 beds,4 baths,4 Toilets,Ikeja,Other Ikeja
Executive 3 Bedroom Flat,3 BEDROOM HOUSE FOR RENT,"2,000,000/year",0,0,1,3 beds,4 baths,4 Toilets,Ikeja,Other Ikeja
Executive 2 Bedroom Flat,2 BEDROOM HOUSE FOR RENT,"650,000/year",0,0,1,2 beds,3 baths,3 Toilets,Ikeja,Other Ikeja
Newly Built Shopping Mall,1 BEDROOM SHOP IN A MALL FOR RENT,"65,000/sqm",1,1,0,1 beds, baths,1 Toilets,Ikeja,Opebi
Executive 2 Bedroom Flat,2 BEDROOM HOUSE FOR RENT,"1,000,000/year",0,0,1,2 beds,3 baths,3 Toilets,Ikeja,GRA
Massive 3bedroom Flat With All Rooms En Suite,3 BEDROOM FLAT / APARTMENT FOR RENT,"3,000,000",0,0,0,3 beds,3 baths,4 Toilets,Ikeja,Toyin street
Executive Brand New 5 Bedroom Fully Detached Duplex,5 BEDROOM HOUSE FOR RENT,"8,000,000/year",0,1,1,5 beds,6 baths,6 Toilets,Ikeja,Other Ikeja
Executive Brand New 2 Bedroom Flat,2 BEDROOM HOUSE FOR RENT,"950,000/year",0,1,1,2 beds,3 baths,3 Toilets,Ikeja,Other Ikeja
Executive 3 Bedroom Flat,3 BEDROOM HOUSE FOR RENT,"1,100,000/year",0,0,1,3 beds,4 baths,4 Toilets,Ikeja,Other Ikeja
Executive 3 Bedroom Flat,3 BEDROOM HOUSE FOR RENT,"1,200,000/year",0,1,1,3 beds,4 baths,4 Toilets,Ikeja,Other Ikeja
Executive 3 Bedroom Flat,3 BEDROOM HOUSE FOR RENT,"800,000/year",0,0,1,3 beds,4 baths,4 Toilets,Ikeja,Other Ikeja
Executive 5 Bedroom Fully Detached Duplex With Bq,5 BEDROOM HOUSE FOR RENT,"6,500,000/year",0,0,1,5 beds,6 baths,6 Toilets,Ikeja,Other Ikeja
Executive 4 Bedroom Terrace Duplex With 2 Living Room And Bq,4 BEDROOM HOUSE FOR RENT,"3,500,000/year",0,0,1,4 beds,5 baths,5 Toilets,Ikeja,Other Ikeja
A Newly Built 3 Bedroom Flat With All Room Ensuite Inside An Estate,3 BEDROOM FLAT / APARTMENT FOR RENT,"3,500,000/year",0,1,0,3 beds,4 baths,4 Toilets,Ikeja,Adeniyi Jones
Executive 2 Bedroom Flat,2 BEDROOM HOUSE FOR RENT,"1,000,000/year",0,0,1,2 beds,3 baths,3 Toilets,Ikeja,Other Ikeja
Executive 2 Bedroom Flat,2 BEDROOM HOUSE FOR RENT,"2,000,000/year",0,0,1,2 beds,3 baths,3 Toilets,Ikeja,Other Ikeja
Executive 3 Bedroom Flat,3 BEDROOM HOUSE FOR RENT,"1,500,000/year",0,0,1,3 beds,4 baths,4 Toilets,Ikeja,Other Ikeja
A Newly Built Luxurious 5 Bedroom Detached Duplex,5 BEDROOM DETACHED DUPLEX FOR RENT,"6,000,000/year",0,1,0,5 beds,6 baths,6 Toilets,Ikeja,Adeniyi Jones
Serviced Mini Flat,1 BEDROOM FLAT / APARTMENT FOR RENT,"2,000,000/year",0,0,0,1 beds,1 baths,1 Toilets,Ikeja,Other Ikeja
6 Bedroom Detached Duplex With A Room Bq,6 BEDROOM HOUSE FOR RENT,"10,000,000",0,0,0,6 beds,6 baths,0 Toilets,Ikeja,Other Ikeja
12 Bedroom Duplex,10 BEDROOM HOUSE FOR RENT,"13,000,000/year",0,0,0,10 beds,10 baths,10 Toilets,Ikeja,Toyin street
Executive Mini Flat,1 BEDROOM FLAT / APARTMENT FOR RENT,"650,000/year",0,0,1,1 beds,1 baths,1 Toilets,Ikeja,Other Ikeja
Executive 3 Bedroom Flat With Bq & Dinning,3 BEDROOM FLAT / APARTMENT FOR RENT,"2,800,000/year",0,0,0,3 beds,3 baths,4 Toilets,Ikeja,Adeniyi Jones
Executive Brand New 2 Bedroom Flat,2 BEDROOM HOUSE FOR RENT,"1,200,000/year",0,1,1,2 beds,3 baths,3 Toilets,Ikeja,Other Ikeja
Luxurious 3 Bedroom Terrace Duplex With Bq,3 BEDROOM TERRACED DUPLEX FOR RENT,"3,000,000/year",0,0,0,3 beds,4 baths,4 Toilets,Ikeja,Adeniyi Jones
A Room Self Contained,1 BEDROOM FLAT / APARTMENT FOR RENT,"400,000",0,0,0,1 beds,1 baths,1 Toilets,Ikeja,Opebi
Very Spacious 2 Bedroom Flats,2 BEDROOM FLAT / APARTMENT FOR RENT,"1,600,000/year",0,0,0,2 beds,0 baths,0 Toilets,Ikeja,Toyin street
A Beautiful Mini Flat,1 BEDROOM MINI FLAT FOR RENT,"800,000/year",0,0,0,1 beds,0 baths,0 Toilets,Ikeja,Allen Avenue
A Nice 2 Bedroom Apartment,2 BEDROOM FLAT / APARTMENT FOR RENT,"1,200,000/year",0,0,0,2 beds, baths, Toilets,Ikeja,Oregun
An Executive Brand Newly Built Ensuites Modern Luxury Serviced 3 Bedroom Terrace Duplex With Bq,3 BEDROOM HOUSE FOR RENT,"6,000,000/year",1,1,0,3 beds,3 baths,4 Toilets,Ikeja,GRA
"Mini Flat For Letting At Agidingbi,ikeja.the Rent Is 600,000 Naira Per Anum,minimum Rent Of 1 Year.the Property Is Suitable For 100% Residential Purpose",1 BEDROOM FLAT / APARTMENT FOR RENT,"600,000/year",0,0,0,1 beds,1 baths,1 Toilets,Ikeja,Other Ikeja
Mini Flat,1 BEDROOM FLAT / APARTMENT FOR RENT,"700,000/year",0,0,0,1 beds,1 baths,1 Toilets,Ikeja,Adeniyi Jones
"2 Bedroom Flat Pop Finished With An Ample Parking Space In An Estate For Letting At Off Allen Avenue,ikeja.the Rent Is 1.7 Million Naira Per Anum,minimum Rent Of 1 Year",2 BEDROOM HOUSE FOR RENT,"1,700,000/year",0,0,0,2 beds,2 baths,2 Toilets,Ikeja,Allen Avenue
2 Bedroom Flat,2 BEDROOM HOUSE FOR RENT,"1,000,000/year",0,0,0,2 beds,1 baths,1 Toilets,Ikeja,Oregun
Brand New 3 Bedroom Flat,3 BEDROOM HOUSE FOR RENT,"3,000,000/year",0,1,0,3 beds,3 baths,4 Toilets,Ikeja,Adeniyi Jones
Mini Flat Bungalow,1 BEDROOM FLAT / APARTMENT FOR RENT,"700,000/year",0,0,0,1 beds,1 baths,1 Toilets,Ikeja,Opebi
Mini Flat,1 BEDROOM FLAT / APARTMENT FOR RENT,"500,000/year",0,0,0,1 beds,1 baths,1 Toilets,Ikeja,Awolowo way
4bedroom Terrace Duplex With Bq,4 BEDROOM HOUSE FOR RENT,"8,000,000",1,1,0,4 beds,4 baths,5 Toilets,Ikeja,GRA
Mini Flat,1 BEDROOM FLAT / APARTMENT FOR RENT,"1,500,000/year",1,0,0,1 beds,1 baths,2 Toilets,Ikeja,GRA
Luxury Fully Furnished 4 Bedroom Terrace With Bq,4 BEDROOM TERRACED DUPLEX FOR RENT,"9,500,000/year",1,1,1,4 beds,4 baths,5 Toilets,Ikeja,GRA
3 Bedroom Maisonette,3 BEDROOM MASSIONETTE FOR RENT,"3,000,000",1,0,0,3 beds,3 baths,4 Toilets,Ikeja,Opebi
2 Bedroom Flat Pop Finished With An Ample Parking Space In An Estate,2 BEDROOM HOUSE FOR RENT,"1,500,000/year",0,0,0,2 beds,2 baths,2 Toilets,Ikeja,Allen Avenue
4 Bedroom Terrace Duplex With Bq,4 BEDROOM HOUSE FOR RENT,"8,000,000/year",1,0,1,4 beds,4 baths,5 Toilets,Ikeja,GRA
Room Self Contain,1 BEDROOM FLAT / APARTMENT FOR RENT,"300,000/year",0,0,0,1 beds,1 baths,1 Toilets,Ikeja,Awolowo way
Big Room Self Contain,1 BEDROOM FLAT / APARTMENT FOR RENT,"600,000/year",0,0,0,1 beds,1 baths,1 Toilets,Ikeja,Toyin street
"3 Bedroom Flat All Rooms Ensuite Plus Visitors Toilet,and An Ample Parking Space",3 BEDROOM HOUSE FOR RENT,"1,500,000/year",0,0,0,3 beds,3 baths,4 Toilets,Ikeja,Oregun
Standard & Sizeable Room Self Contain,1 BEDROOM FLAT / APARTMENT FOR RENT,"500,000/year",0,0,0,1 beds,1 baths,1 Toilets,Ikeja,Adeniyi Jones
3 Bedroom Flat With 2 Toilets/2 Bathrooms,3 BEDROOM HOUSE FOR RENT,"1,300,000/year",0,0,0,3 beds,2 baths,2 Toilets,Ikeja,Toyin street
Mini Flat Bungalow,1 BEDROOM FLAT / APARTMENT FOR RENT,"500,000/year",0,0,0,1 beds,1 baths,1 Toilets,Ikeja,Opebi
Mini Flat,1 BEDROOM FLAT / APARTMENT FOR RENT,"1,000,000/year",0,0,0,1 beds,1 baths,1 Toilets,Ikeja,GRA
Big Room Self Contain,1 BEDROOM FLAT / APARTMENT FOR RENT,"400,000/year",0,0,0,1 beds,1 baths,1 Toilets,Ikeja,Allen Avenue
Newly Renovated 2 Bedroom Flat,2 BEDROOM HOUSE FOR RENT,"1,800,000/year",0,0,0,2 beds,1 baths,2 Toilets,Ikeja,Toyin street
A Well Designed Luxury Ensuites Modern Fully Detached 5bd Duplex With Bq,5 BEDROOM FLAT / APARTMENT FOR RENT,"230,000,000",0,0,0,5 beds,5 baths,6 Toilets,Ikeja,GRA
Mini Flat,1 BEDROOM FLAT / APARTMENT FOR RENT,"600,000/year",0,0,0,1 beds,1 baths,1 Toilets,Ikeja,Adeniyi Jones
Furnished 2 Bedroom Flat,2 BEDROOM HOUSE FOR RENT,"2,500,000/year",0,0,1,2 beds,2 baths,3 Toilets,Ikeja,GRA
2 Bedroom Flat,2 BEDROOM HOUSE FOR RENT,"2,500,000/year",0,0,0,2 beds,1 baths,2 Toilets,Ikeja,Other Ikeja
2 Bedroom Flat Office Space,2 BEDROOM COMMERCIAL PROPERTY FOR RENT,"1,000,000/year",0,0,0,2 beds,0 baths,0 Toilets,Ikeja,Toyin street
"3 Bedroom Duplex In An Estate With An Ample Parking Space For Letting At Off Allen Avenue,ikeja.the Rent Is 2 Million Naira Per Anum,minimum Rent Of 1 Year",3 BEDROOM HOUSE FOR RENT,"2,000,000/year",0,0,0,3 beds,3 baths,4 Toilets,Ikeja,Allen Avenue
Room Self Contain,1 BEDROOM FLAT / APARTMENT FOR RENT,"250,000/year",0,0,0,1 beds,1 baths,1 Toilets,Ikeja,alausa
Standard And Sizeable Mini Flat,1 BEDROOM FLAT / APARTMENT FOR RENT,"700,000/year",0,0,0,1 beds,2 baths,2 Toilets,Ikeja,Adeniyi Jones
2 Bedroom Flat,1 BEDROOM HOUSE FOR RENT,"1,400,000/year",0,0,0,1 beds,2 baths,2 Toilets,Ikeja,Toyin street
Room Self Contain,1 BEDROOM FLAT / APARTMENT FOR RENT,"600,000/year",0,0,0,1 beds,1 baths,1 Toilets,Ikeja,Toyin street
5 Bedroom Detached House With Study And 3 Rooms Bq,5 BEDROOM HOUSE FOR RENT,"20,000,000/year",0,0,0,5 beds,5 baths,6 Toilets,Ikeja,GRA
3 Bedroom Flat With Bq,3 BEDROOM FLAT / APARTMENT FOR RENT,"4,000,000/year",0,0,0,3 beds,3 baths,3 Toilets,Ikeja,GRA
Newly Spacious 3 Bedroom Flat,3 BEDROOM FLAT / APARTMENT FOR RENT,"1,500,000/year",0,1,0,3 beds,3 baths,4 Toilets,Ikeja,Awolowo way
Newly Built Spacious 3 Bedroom Flat With Separate Stair Case Alone In The Compound With Wardrobe Kitchen Cabinets And Maximum Security,3 BEDROOM FLAT / APARTMENT FOR RENT,"1,000,000/year",0,1,0,3 beds,3 baths,4 Toilets,Ikeja,Other Ikeja
Newly Built Spacious 1 Bedroom Mini Flat With Water Running Tiles And Maximum Security,1 BEDROOM FLAT / APARTMENT FOR RENT,"600,000",0,1,0,1 beds,1 baths,1 Toilets,Ikeja,Other Ikeja
"Excellent, Luxury, Fully Furnished And Serviced 6 Bedroom Mansion",6 BEDROOM HOUSE FOR RENT,"35,000,000/year",0,0,0,6 beds,6 baths,7 Toilets,Ikeja,Opebi
Newly Built 2 Bedroom Flat Upstairs With Pop Kitchen Cabinets And Maximum Security,2 BEDROOM FLAT / APARTMENT FOR RENT,"1,200,000/year",0,1,0,2 beds,2 baths,3 Toilets,Ikeja,Other Ikeja
Lovely Built Serviced Room Self Contain Upstairs,1 BEDROOM FLAT / APARTMENT FOR RENT,"700,000/year",0,1,0,1 beds,1 baths,1 Toilets,Ikeja,Allen Avenue
Newly Built Spacious 5 Bedroom Duplex With 2 Parlours Bq,5 BEDROOM HOUSE FOR RENT,"3,500,000/year",0,1,0,5 beds,6 baths,7 Toilets,Ikeja,Other Ikeja
4 Bedroom Furnished And Serviced Terrace Duplex,4 BEDROOM HOUSE FOR RENT,"8,000,000/year",0,0,0,4 beds,4 baths,5 Toilets,Ikeja,GRA
Standard Building That Has Big Hall And More Than 7 Bedroom Flat,7 BEDROOM HOUSE FOR RENT,"15,000,000/year",0,1,0,7 beds,9 baths,9 Toilets,Ikeja,Allen Avenue
Newly Built Spacious 3 Bedroom Flat With Pop Kitchen Cabinets Wardrobe And Maximum Security,3 BEDROOM FLAT / APARTMENT FOR RENT,"1,500,000/year",0,1,0,3 beds,3 baths,4 Toilets,Ikeja,Other Ikeja
Lovely Built Serviced Room Self Contain,1 BEDROOM FLAT / APARTMENT FOR RENT,"700,000/year",0,1,0,1 beds,1 baths,1 Toilets,Ikeja,Allen Avenue
2 Bedroom Serviced Apartment,2 BEDROOM FLAT / APARTMENT FOR RENT,"2,000,000/year",0,0,0,2 beds,2 baths,2 Toilets,Ikeja,Other Ikeja
Luxury 2 Bedroom Apartment In Lovely Estate,2 BEDROOM FLAT / APARTMENT FOR RENT,"1,500,000/year",0,1,0,2 beds,3 baths,3 Toilets,Ikeja,Oregun
Lovely And Decent 2 Bedroom Apartment,2 BEDROOM FLAT / APARTMENT FOR RENT,"1,500,000/year",0,0,0,2 beds,3 baths,3 Toilets,Ikeja,Adeniyi Jones
4 Bedroom Terrace Duplex With A Room Bq,HOUSE FOR RENT,"6,500,000",0,0,0,0 beds,0 baths,0 Toilets,Ikeja,GRA
Newly Built 3 Bedroom Apartment,3 BEDROOM BLOCKS OF FLATS FOR RENT,"4,000,000",0,1,0,3 beds,4 baths,4 Toilets,Ikeja,Adeniyi Jones
Newly Built 14 Units Of 3 Bedroom Flat All Ensuite,3 BEDROOM SHARED APARTMENT FOR RENT,"3,000,000/year",0,1,0,3 beds,3 baths,3 Toilets,Ikeja,Adeniyi Jones
Mini Flat With An Ample Parking Space,1 BEDROOM MINI FLAT FOR RENT,"700,000/year",0,0,0,1 beds,1 baths,1 Toilets,Ikeja,Adeniyi Jones
3 Bedroom Flat With A Bq,FLAT / APARTMENT FOR RENT,"5,000,000",0,0,0,0 beds,0 baths,0 Toilets,Ikeja,GRA
Room Self Contain,1 BEDROOM SELF CONTAIN FOR RENT,"300,000/year",0,0,0,1 beds,1 baths,1 Toilets,Ikeja,Toyin street
Mini Flat .the Property Is Suitable For 100% Residential Purpose,1 BEDROOM MINI FLAT FOR RENT,"800,000/year",0,0,0,1 beds,1 baths,1 Toilets,Ikeja,Opebi
Spacious 3 Bedroom Flat,3 BEDROOM BLOCKS OF FLATS FOR RENT,"1,500,000/year",0,0,0,3 beds,3 baths,3 Toilets,Ikeja,Allen Avenue
Executive Mini Flat With An Ample Parking Space,1 BEDROOM MINI FLAT FOR RENT,"850,000/year",0,0,0,1 beds,1 baths,1 Toilets,Ikeja,Opebi
Newly Built Tatsfullly Finishing Mini Flat,1 BEDROOM FLAT / APARTMENT FOR RENT,"1,500,000",0,1,0,1 beds,1 baths,1 Toilets,Ikeja,Opebi
3 Bedroom Apartment,3 BEDROOM FLAT / APARTMENT FOR RENT,"3,500,000",1,0,0,3 beds,3 baths,4 Toilets,Ikeja,GRA
Tastefully 3 Bedroom Flat Upstair,3 BEDROOM FLAT / APARTMENT FOR RENT,"4,000,000/year",1,0,0,3 beds,4 baths,4 Toilets,Ikeja,alausa
3 Bedroom Apartment,3 BEDROOM FLAT / APARTMENT FOR RENT,"4,500,000",1,0,0,3 beds,3 baths,4 Toilets,Ikeja,GRA
Newly Built Tastefully Finishing 5 Bedroom Semi Detached Duplex With Bq Pay & Park In,5 BEDROOM HOUSE FOR RENT,"7,000,000/year",0,1,0,5 beds,6 baths,6 Toilets,Ikeja,Adeniyi Jones
"Newly Built 2 Nos Of 3 Bedroom Flat @ Awuse Estate, Opebi Ikeja, Lagos",3 BEDROOM FLAT / APARTMENT FOR RENT,"4,000,000",0,1,0,3 beds,4 baths,4 Toilets,Ikeja,Opebi
Standard 42 Rooms Commerical Building,10 BEDROOM COMMERCIAL PROPERTY FOR RENT,"15,000,000",0,0,0,10 beds,10 baths,10 Toilets,Ikeja,Allen Avenue
2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR RENT,"1,000,000/year",0,0,0,2 beds,2 baths,2 Toilets,Ikeja,Oregun
Newly Built Tastefully Finishing 4 Bedroom Detached Duplex,4 BEDROOM HOUSE FOR RENT,"7,000,000/year",0,1,0,4 beds,6 baths,6 Toilets,Ikeja,Adeniyi Jones
"A Newly Built, Serviced 3 Bedroom Flat + 1 Room Bq, Swimming Pool, Gym",3 BEDROOM FLAT / APARTMENT FOR RENT,"4,000,000/year",1,1,0,3 beds,4 baths,4 Toilets,Ikeja,Allen Avenue
Lovely Spacious 3 Bedroom Flat All En Suite,3 BEDROOM FLAT / APARTMENT FOR RENT,"3,000,000/year",1,0,0,3 beds,4 baths,4 Toilets,Ikeja,Allen Avenue
Lovely Clean Mini Flat Office Space,1 BEDROOM COMMERCIAL PROPERTY FOR RENT,"2,300,000",0,0,0,1 beds,1 baths,1 Toilets,Ikeja,GRA
3 Bedroom Apartment,3 BEDROOM FLAT / APARTMENT FOR RENT,"4,000,000",1,0,0,3 beds,3 baths,4 Toilets,Ikeja,Opebi
A Bungalow Of 3 Bedroom Flat With 2 Rooms Boys Quarter ( Self Compound ).,3 BEDROOM SHARED APARTMENT FOR RENT,"6,000,000/year",0,0,1,3 beds,3 baths,3 Toilets,Ikeja,GRA
5bedroom Detach Duplx In Magodo Phase 1 Gra Isheri,5 BEDROOM FLAT / APARTMENT FOR RENT,"5,000,000/year",0,0,1,5 beds,5 baths,5 Toilets,Ikeja,GRA
3 Numbers Of Detached Houses With Open Halls Upstairs And Downstairs,6 BEDROOM HOUSE FOR RENT,"35,000,000",0,0,0,6 beds,0 baths,0 Toilets,Ikeja,Adeniyi Jones
Newly Renovated 3 Bedroom Flat,3 BEDROOM FLAT / APARTMENT FOR RENT,"4,000,000/year",0,0,1,3 beds,3 baths,4 Toilets,Ikeja,GRA
4 Bedroom Duplex With A Room Bq,4 BEDROOM HOUSE FOR RENT,"2,700,000/year",0,0,1,4 beds,5 baths,5 Toilets,Ikeja,Oregun
Lovely 4 Bedrooms Duplex With A Room Bq,4 BEDROOM HOUSE FOR RENT,"2,700,000/year",0,0,1,4 beds,4 baths,5 Toilets,Ikeja,Oregun
Renovated 3 Bedroom Flat,3 BEDROOM FLAT / APARTMENT FOR RENT,"4,000,000/year",0,0,1,3 beds,0 baths,0 Toilets,Ikeja,GRA
Spacious 3 Bedroom Flat,3 BEDROOM FLAT / APARTMENT FOR RENT,"1,600,000/year",0,0,1,3 beds,3 baths,4 Toilets,Ikeja,Allen Avenue
Luxury 2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR RENT,"1,500,000/year",0,0,1,2 beds,2 baths,3 Toilets,Ikeja,Opebi
Standard 3 Bedroom Flat,3 BEDROOM FLAT / APARTMENT FOR RENT,"1,800,000/year",0,0,1,3 beds,3 baths,4 Toilets,Ikeja,Other Ikeja
Superb Furnished One Bedroom Self Serviced Apartment,1 BEDROOM MINI FLAT FOR RENT,"2,000,000/year",0,0,1,1 beds,1 baths,2 Toilets,Ikeja,Allen Avenue
"A Superb Luxury Semi Detached 5bedroom Duplex In A Secured And Serene Neighbourhood With A Security House,etc..",5 BEDROOM SEMI DETACHED DUPLEX FOR RENT,"6,000,000/year",0,1,0,5 beds,5 baths,6 Toilets,Ikeja,Allen Avenue
A Six (6) Bedroom Mansion,6 BEDROOM HOUSE FOR RENT,"20,000,000/year",0,0,0,6 beds,6 baths,6 Toilets,Ikeja,GRA
4bedroom Duplex With 1room Bq,4 BEDROOM SEMI DETACHED DUPLEX FOR RENT,"4,000,000/year",0,0,0,4 beds,4 baths,5 Toilets,Ikeja,Adeniyi Jones
Executive 3bedroom Flat,3 BEDROOM FLAT / APARTMENT FOR RENT,"1,600,000/year",0,0,1,3 beds,4 baths,4 Toilets,Ikeja,alausa
7 Bedroom Duplex With Mini Flat Bq,7 BEDROOM DETACHED DUPLEX FOR RENT,"8,000,000/year",0,0,0,7 beds,7 baths,8 Toilets,Ikeja,Allen Avenue
3 Bedroom Flat,3 BEDROOM FLAT / APARTMENT FOR RENT,"2,500,000/year",0,0,0,3 beds,3 baths,3 Toilets,Ikeja,Adeniyi Jones
3bedroom Flats With A Room Bq,3 BEDROOM FLAT / APARTMENT FOR RENT,"3,500,000/year",0,0,0,3 beds,3 baths,4 Toilets,Ikeja,Adeniyi Jones
Newly Renovated 5bedroom Duplex With Mini Flat Bq,5 BEDROOM DETACHED DUPLEX FOR RENT,"4,000,000/year",0,0,0,5 beds,5 baths,6 Toilets,Ikeja,Other Ikeja
3 Bedroom Flat (upstairs) All Room Ensuite,3 BEDROOM FLAT / APARTMENT FOR RENT,"4,000,000/year",0,1,0,3 beds,3 baths,4 Toilets,Ikeja,alausa
3 Bedroom Flat,3 BEDROOM FLAT / APARTMENT FOR RENT,"3,500,000/year",0,0,0,3 beds,3 baths,2 Toilets,Ikeja,Opebi
Luxury 3 Bedroom Flat With One Room Bq,3 BEDROOM FLAT / APARTMENT FOR RENT,"5,000,000/year",0,0,0,3 beds,3 baths,3 Toilets,Ikeja,GRA
Newly Renovated 3 Bedrooms Flat,3 BEDROOM FLAT / APARTMENT FOR RENT,"4,000,000/year",0,0,0,3 beds,3 baths,3 Toilets,Ikeja,GRA
4 Bedroom Duplex With Bq,4 BEDROOM DETACHED DUPLEX FOR RENT,"5,000,000/year",0,0,0,4 beds,4 baths,5 Toilets,Ikeja,Other Ikeja
Newly Built 3 Bedrooms Flat,3 BEDROOM FLAT / APARTMENT FOR RENT,"3,500,000/year",0,0,1,3 beds,3 baths,4 Toilets,Ikeja,Adeniyi Jones
6 Units Of 4bedroom Duplex With Boy's Quarters,4 BEDROOM TERRACED DUPLEX FOR RENT,"6,000,000/year",0,0,0,4 beds,4 baths,5 Toilets,Ikeja,GRA
Standard Three Bedroom Flat With A Room Bq,3 BEDROOM FLAT / APARTMENT FOR RENT,"3,500,000/year",0,0,0,3 beds,3 baths,3 Toilets,Ikeja,Adeniyi Jones
Self Compound 2 Bedroom Flat Bungalow,2 BEDROOM DETACHED BUNGALOW FOR RENT,"1,700,000/year",0,0,0,2 beds,2 baths,3 Toilets,Ikeja,Allen Avenue
Fully Furnished 3 Bedroom Terrace Apartment,3 BEDROOM FLAT / APARTMENT FOR RENT,"8,000,000/year",0,0,0,3 beds,3 baths,3 Toilets,Ikeja,Oregun
Executive 3 Brm Flat Up Plus Bq In A Block Of 4 Flats,3 BEDROOM FLAT / APARTMENT FOR RENT,"2,800,000/year",0,0,0,3 beds,3 baths,4 Toilets,Ikeja,Adeniyi Jones
Nice Spacious 2 Bedroom All Room Ensuite,2 BEDROOM FLAT / APARTMENT FOR RENT,"1,700,000/year",0,0,0,2 beds,2 baths,3 Toilets,Ikeja,Allen Avenue
5 Star Vacation Apartment,1 BEDROOM MINI FLAT FOR RENT,"2,500,000/year",1,1,1,1 beds,1 baths,1 Toilets,Ikeja,Allen Avenue
Beautiful Spacious 2 Bedrom Penthouse,2 BEDROOM PENTHOUSE FOR RENT,"3,000,000/year",1,0,0,2 beds,2 baths,3 Toilets,Ikeja,GRA
Massive 3 Bedrom Detached Bongalow With 2 Bedrom And A Mini Flat,5 BEDROOM HOUSE FOR RENT,"7,000,000",0,0,0,5 beds,5 baths,7 Toilets,Ikeja,Adeniyi Jones
8 Bedroom Duplex With 4 Units Of Self Contained Bq Long Lease,8 BEDROOM HOUSE FOR RENT,"30,000,000",0,0,0,8 beds,0 baths,0 Toilets,Ikeja,GRA
3bedroom Terrace House With A Bq,3 BEDROOM FLAT / APARTMENT FOR RENT,"6,000,000",0,0,0,3 beds,0 baths,0 Toilets,Ikeja,GRA
Nice 2 Bedroom Flat,2 BEDROOM BLOCKS OF FLATS FOR RENT,"1,500,000/year",0,0,0,2 beds,2 baths,3 Toilets,Ikeja,Adeniyi Jones
2 Bedroom Office Space,2 BEDROOM PRIVATE OFFICE FOR RENT,"3,500,000/year",0,0,1,2 beds,2 baths,2 Toilets,Ikeja,GRA
3 Bedroom Flat,3 BEDROOM FLAT / APARTMENT FOR RENT,"4,000,000/year",0,0,0,3 beds,3 baths,3 Toilets,Ikeja,alausa
4 Bedroom Duplex With Bq,4 BEDROOM DETACHED DUPLEX FOR RENT,"5,000,000/year",0,0,0,4 beds,4 baths,5 Toilets,Ikeja,alausa
"4,bedroom Terrace Duplex",4 BEDROOM TERRACED DUPLEX FOR RENT,"6,500,000/year",1,1,0,4 beds,4 baths,5 Toilets,Ikeja,GRA
7bedroom Detached House,7 BEDROOM DETACHED DUPLEX FOR RENT,"10,000,000/year",0,0,0,7 beds,7 baths,7 Toilets,Ikeja,GRA
4 Bedroom House,4 BEDROOM TERRACED DUPLEX FOR RENT,"4,500,000/year",1,1,0,4 beds,4 baths,5 Toilets,Ikeja,GRA
7bedroom Semi Detached Hse With 2rooms Bq,7 BEDROOM SEMI DETACHED DUPLEX FOR RENT,"8,000,000/year",0,0,0,7 beds,5 baths,6 Toilets,Ikeja,Allen Avenue
3 Bedroom Maisonette,3 BEDROOM MASSIONETTE FOR RENT,"3,000,000/year",0,0,0,3 beds,3 baths,4 Toilets,Ikeja,Opebi
4 Bedroom Mansionate Duplex,4 BEDROOM FLAT / APARTMENT FOR RENT,"2,800,000/year",0,0,0,4 beds,4 baths,5 Toilets,Ikeja,Opebi
Luxury 3 Bedroom Flat With One Room Bq,3 BEDROOM FLAT / APARTMENT FOR RENT,"5,000,000/year",0,0,0,3 beds,3 baths,3 Toilets,Ikeja,GRA
Available House,HOUSE FOR RENT,"7,500,000/year",0,0,0,0 beds,0 baths,0 Toilets,Ikeja,GRA
3 Bedroom Flat,3 BEDROOM FLAT / APARTMENT FOR RENT,"65,000/year",0,0,0,3 beds,3 baths,3 Toilets,Ikeja,Opebi
3 Bedroom Flat,3 BEDROOM FLAT / APARTMENT FOR RENT,"4,000,000/year",0,0,0,3 beds,3 baths,3 Toilets,Ikeja,alausa
4 Bedroom Furnished Maisonette,4 BEDROOM MASSIONETTE FOR RENT,"4,500,000/year",0,0,0,4 beds,4 baths,5 Toilets,Ikeja,Opebi
"Newly Rebuilt, Remade, Well Finished And Fitted 4 Bedroom Detached House With A Room Bq",4 BEDROOM HOUSE FOR RENT,"8,000,000/year",0,0,0,4 beds,4 baths,5 Toilets,Ikeja,Adeniyi Jones
